Comment,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula
CommentSub1,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02
CommentSub2,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo
CommentSub3,0,0,0,0,0,0,0,0,0,45+,45+,45+,45+,45+,45+,45+,45+,70+,70+,70+,70+,70+,70+,70+,70+,70-,70-,70-,70-,70-,70-,70-,70-,70-,45-,45-,45-,45-,45-,45-,45-,45-,45-,45-
Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission
680.5474361916,51.3402756413865,51.831441305516,51.29078620939,50.6064083792467,50.0069422115358,48.9891886528409,48.0602448967698,49.0617279572741,50.0864303745713,47.3302757748216,47.8341527656626,48.2470166572497,48.8368222166599,48.2970145423147,47.9233015369987,47.1163865173573,46.7948746937363,46.2359152871458,45.0863028993643,45.2225683217108,45.4667952789264,45.4457792187635,44.2475248207663,45.295107626144,45.2162974005332,43.004696037101,42.5945438952123,42.6764048392339,41.8352539796497,42.2216783116771,41.9203351264382,41.8454230410189,41.8037298894054,41.9510117949018,40.6820824203891,40.5215807351128,40.2305760955992,40.1880355222049,40.2131192069155,39.867710089077,39.8749979163915,39.9643161720838,39.839914654668,39.7261906516898
683.89195561875,47.8986942932916,48.3878766006399,47.8856219109574,47.2529874079942,46.6631821576786,45.7200785742781,44.8578173553129,45.8153693612933,46.7252759737661,44.1665291368765,44.6159782821301,45.0102138125248,45.5561577800085,45.045474843821,44.6940685660739,43.9154017920352,43.6107808826421,43.1085261929596,42.0656596917454,42.1853751931218,42.3991774462983,42.3345035547502,41.2608481530384,42.2156480785273,42.1263774675872,40.0521688022167,39.6606853523134,39.7499559632536,38.9644089879864,39.3163312808256,39.0476594228516,38.9871136520405,38.907647327851,39.1500024161259,37.8745851133875,37.7086002587493,37.4504207076488,37.4444005315738,37.4234159178268,37.0914462085503,37.1236111492937,37.2142578004795,37.0818139268304,37.0035516378559
687.2360079104,43.9200106189055,44.318908794316,43.8690577461059,43.3183479291351,42.7545509016849,41.9171439271465,41.1397636246733,41.9886873444336,42.8144030776104,40.4604501527254,40.8630127470701,41.2064211500481,41.7131579398084,41.2390519281766,40.9233884114148,40.1994039276974,39.9343442914557,39.4216746329448,38.5113282720016,38.5825226970092,38.7837167461117,38.7212471280903,37.7513975835009,38.6257977396609,38.5101067990235,36.5974546115021,36.2725427993349,36.3536835043068,35.6478466191208,35.9546108327566,35.6474976268413,35.6457526654441,35.5400080047709,35.7136316637969,34.5956348965814,34.4335279827772,34.2155823042612,34.1843474952505,34.159918035689,33.854549791171,33.8903214998145,33.9445897992689,33.8384961463163,33.7622413332566
690.57958170045,41.7642407440036,42.1211246097915,41.7157356947844,41.1761612786528,40.6424287115146,39.8279333412319,39.1221317673746,39.887768036984,40.6967756097274,38.4202247595131,38.8063178702687,39.1164669441082,39.5954985615794,39.1177061241977,38.8261447517013,38.1681401241549,37.9119838970741,37.433306331057,36.5416277437685,36.6329730189404,36.824337829911,36.7800813981417,35.8790204473181,36.6290784529447,36.5467614898538,34.6828576094567,34.3882867996,34.4196203532927,33.7800264013623,34.0593729986903,33.7796723499082,33.7587833141131,33.6355734080672,33.7957816910722,32.7221206563483,32.6118336283791,32.3811691059974,32.3654138162875,32.3374437514093,32.0499539706357,32.0352608352883,32.1476721719824,32.020921751395,31.9467479717496
693.9226656228,41.8086222008116,42.1902695075913,41.7690918771339,41.1761370219677,40.6958435892831,39.87235507376,39.1430206019056,39.9492595216421,40.7283662646726,38.456450752939,38.8612772040569,39.1566765319034,39.6105565210396,39.1320599212495,38.8134814490648,38.1617701582503,37.9244085328944,37.454716414287,36.5367144885162,36.6067909713994,36.8074972057087,36.7690449817676,35.8544570384962,36.6804611200716,36.54192530391,34.6726800438211,34.3769213493958,34.4378339845174,33.7821696613352,34.0592412936583,33.7979817908063,33.7509047689719,33.6743596876686,33.7981614740957,32.6922108275661,32.5802681382423,32.3881867018264,32.3463204953859,32.3211648348637,32.0358277712261,32.0176797589922,32.1091385533194,32.0548741999072,31.9472439095301
697.26524831135,42.3162073247816,42.6673989267616,42.236706006784,41.6842083151955,41.1508565832165,40.3447205124202,39.6242854036855,40.422763090638,41.2298108737966,38.9012975003362,39.3318080778413,39.6282969380799,40.1053048460652,39.6164446773692,39.3194087897132,38.6547704775548,38.3843565908796,37.8978668743258,36.9695613469736,37.0800608852913,37.2509157819971,37.1954836703657,36.3165929530533,37.0858958444104,37.0109530882246,35.127173005122,34.8139086374161,34.8593119130615,34.1939442310131,34.4619876655462,34.239529849131,34.1687809698121,34.1075138990617,34.236430027099,33.1305229315596,33.003794913192,32.7727670005706,32.7434098625027,32.7375749033837,32.4381685635855,32.4591379479197,32.5191286213629,32.4312395496316,32.3351450666392
700.6073184,43.0549576604406,43.4581123105065,43.0109031119026,42.433381299136,41.8786271732188,41.0902728781633,40.2956250761738,41.1328466015403,41.9721042615031,39.6283282380252,40.0287063409143,40.3430114813239,40.8272413089513,40.3209842070549,40.0227830402706,39.3480820763172,39.103560821617,38.6063737738314,37.6706773752623,37.7728543113672,37.966287098015,37.9100157418993,36.9878318729238,37.8021006082958,37.6993683627555,35.7870677705465,35.4623968540104,35.4951601106962,34.8397098738351,35.1384663500547,34.8526670939933,34.8241612096452,34.7453072698251,34.9028300463201,33.7801794711824,33.6315416456531,33.4103433872376,33.3972010639343,33.3846140500663,33.0806746857834,33.105293404084,33.1895153351124,33.0669770530447,32.9927506918525
703.94886452265,44.4819895271865,44.8908538335708,44.4035206199006,43.8854005622236,43.2822412342104,42.4692057379063,41.6835780417548,42.5191404970883,43.3601469675206,40.9865563844523,41.3723305578314,41.6944660719523,42.2294813489014,41.749844846233,41.3865976318834,40.7293736021996,40.4340827142554,39.9230961936043,38.987664219907,39.1014253630056,39.2773233680938,39.2067388964682,38.2748736912839,39.114190639789,38.9931082350057,37.0537247872299,36.7379719115006,36.7847153514867,36.0997080723332,36.409453758988,36.0993326230161,36.0906972887215,36.0174846718758,36.1603431370541,35.008276907357,34.854154962664,34.650098258789,34.6367698080299,34.6206254873922,34.2853492471707,34.3204537583249,34.3957313464149,34.2815947539991,34.2096962097635
707.2898753132,46.2235518544001,46.5965650388538,46.164615010781,45.547489222434,44.9571701919911,44.0755890827597,43.3141630869711,44.1638042293379,45.0668687686628,42.5877189596531,43.0126345902618,43.338878537521,43.9320493507196,43.3881193197705,43.0305057621979,42.3580553883891,42.0521541581209,41.5312285080683,40.5907105552178,40.6853897427091,40.8909082199744,40.8399563680714,39.8414521658537,40.6846292673075,40.6270232556411,38.5705076510355,38.264416301917,38.3083337563558,37.6043236533831,37.9385525923585,37.6518533659792,37.6259972023269,37.5210515969149,37.5254243304737,36.5092390751703,36.3531514990049,36.1328037514096,36.1021946164978,36.0961108132855,35.7599806858063,35.7921107715212,35.8649262912183,35.7938218411747,35.6833627891014
710.63033940555,46.1202495020453,46.5353452303421,46.0883486266299,45.4472563351494,44.9093614538982,44.0217099867673,43.2243802753307,44.1074195677027,44.9821953802984,42.5488888471071,42.9749384904561,43.3116272478523,43.8558638693969,43.330268120836,42.9757071862492,42.2786922758176,41.9867800483719,41.4913556096918,40.5441302185924,40.6432919759078,40.8544911450736,40.7926111337256,39.7798544262609,40.6701963286677,40.5704580495075,38.5712724654932,38.2341993602004,38.2924280665309,37.5981035913753,37.904813212839,37.6426879473775,37.5854201107884,37.5070131398879,37.6082888106344,36.4911816492506,36.3679981483996,36.1072181005761,36.0935737502479,36.0908833149719,35.7303649879882,35.7663015163176,35.8606589249258,35.8268363100275,35.6805919353823
713.9702454336,41.8010320602639,42.1638789139853,41.7200117692086,41.1885341661615,40.7157865827072,39.9181825212416,39.1942332698263,39.9697408882768,40.7369138834848,38.5268819250813,38.9426439449704,39.2054753197814,39.6462412093981,39.241721239464,38.8701521056051,38.2752926002253,38.0297119572418,37.5230443954749,36.6862869876142,36.7583911700844,36.9155860410075,36.8810845773524,35.992187317114,36.7576158562944,36.6884191005367,34.832511715717,34.5553370357909,34.6105781433287,33.9765652915537,34.2056705164996,34.0040889310988,33.9393502296336,33.9091129918235,33.9903271113263,32.9333805871047,32.8265811125318,32.5949561177684,32.5846832100509,32.5540583153457,32.2532365648246,32.3069270447823,32.360229867845,32.3121604128648,32.1611680522617
717.30958203125,35.8397811993773,36.2013003815332,35.7828429031586,35.3218766967851,34.8708551928333,34.2228895820976,33.627962384278,34.2642283451058,34.8956194518052,32.9916964234503,33.3011521635158,33.5445048816013,33.9107039237203,33.5388500508124,33.1966352910047,32.6929653624671,32.4985561798299,32.0204304869247,31.3295661598599,31.3810446194549,31.535674992405,31.4693769762599,30.7436086936363,31.3837745377667,31.2615131962286,29.6998049276814,29.4209632715418,29.4695168186598,28.9229481737931,29.1569411719522,28.9225581854628,28.8539202393361,28.8270110445478,28.9543422343794,28.0454744306963,27.8783644311777,27.6734255636233,27.6736205577884,27.6673807445042,27.4349476996661,27.4328027638496,27.5180152140126,27.399458761612,27.3423254712281
720.6483378324,32.4970276186285,32.7928421126133,32.4398994227002,32.0443062303474,31.6305180988805,31.0613882291702,30.5173008563052,31.0887784600948,31.6412785467437,29.910607241327,30.1577062531676,30.3208737716751,30.7023805595524,30.3363296876968,30.0880568088166,29.5897502504969,29.4439950930771,28.9466667572904,28.3591463039594,28.4107964537028,28.5166401317754,28.4465993984113,27.8099721739227,28.3501466566556,28.2732583655604,26.811989545737,26.5709555136012,26.5914981867946,26.1487546683504,26.3025312505409,26.0708881547221,25.9351108671391,26.0137599587938,26.0851702037041,25.2507463830392,25.1147734509496,24.9866262991242,24.9692139380364,24.913650898161,24.7191802585968,24.7311145734997,24.7849168128157,24.6870945595138,24.6649867302676
723.98650147095,32.015287142676,32.2551876660868,31.9333603299426,31.5511658686263,31.1436877737153,30.5946997295375,30.0637434240474,30.6009716386463,31.1650514641171,29.4383164876063,29.7070285934856,29.9198815088648,30.2315169927073,29.8648063070033,29.6125579625346,29.1415767878972,28.932055824232,28.5185018173719,27.9546179890607,27.9746096993449,28.0912280093363,28.0245889750555,27.4115098596724,27.9526580174642,27.8403516449851,26.3835047573115,26.1737877964867,26.1837836516288,25.7367141304686,25.9013517445741,25.7080985451598,25.6814429314475,25.6014760903106,25.690654797951,24.8547269120465,24.7537883748271,24.6183543375094,24.5726869993111,24.5311356014655,24.3398423736477,24.3412143537652,24.3316104929424,24.3570901236968,24.2573275694353
727.3240615808,33.2686720480124,33.540426548074,33.2149485754172,32.7973172008635,32.4073318468789,31.8157854351285,31.2810996330591,31.8255889885218,32.4322328724979,30.6095562256195,30.8960160557711,31.10189067703,31.4348193502657,31.0609118238461,30.8156269179462,30.3374095834221,30.2125123131918,29.7176289378991,29.1076518457693,29.1382389323563,29.2301962631853,29.2235298468778,28.5643389167138,29.1056911350906,28.9898131339821,27.518299769651,27.3261501231427,27.276152000837,26.8500895703651,27.0571406180312,26.7932289606841,26.7453876201249,26.7289176504242,26.8040128694167,25.9324769727543,25.8632638857977,25.6818981480221,25.6468014268741,25.6652321072535,25.4032811605851,25.4293586126112,25.4373975263937,25.4205354145573,25.3313230786784
730.66100679585,37.7973245983828,38.1007707975361,37.7330285045054,37.2766830577168,36.840920201956,36.1613026486844,35.5526460282898,36.1958029917406,36.8199455615752,34.8847899556056,35.2099948938454,35.436991469181,35.8086542557408,35.4313067535638,35.1472669973796,34.5985939279804,34.4031573255542,33.9295617072375,33.1680058392075,33.2444554630251,33.3716754780448,33.3473684181643,32.5965939073394,33.2648420293765,33.1313492247103,31.536688481744,31.2599016385887,31.2451997878545,30.7698399474497,30.9733135616106,30.7765047864492,30.693390323632,30.6698673624574,30.7555301460684,29.8101031315231,29.7020935347961,29.4996000440174,29.4892107361653,29.4794095023425,29.2069352020692,29.2224211515092,29.2622141608297,29.2241853735973,29.1032381482242
733.99732575,44.0199599992473,44.3835554503203,43.9626946962736,43.4496603381253,42.9430977436693,42.2102195340362,41.4530231820445,42.2235552895233,42.9715342811049,40.7283817625652,41.092565555792,41.4043868973271,41.8680005145528,41.4445902778395,41.0933500119971,40.5091262532342,40.2535896444165,39.6950568263713,38.862552678688,38.9390371586872,39.1192659718135,39.0737675119165,38.1849786315159,38.9347226495591,38.8964804095595,37.0539888977846,36.7311851693779,36.7447170389162,36.1491186651791,36.4338762676375,36.2193274955373,36.1291150319485,36.109111398718,36.1983432920504,35.1677639525744,35.0314646869348,34.7723980251941,34.7443537158611,34.7663184896044,34.4760696937101,34.5092129683764,34.5313738561711,34.4650873068384,34.3546750959678
737.33300707715,49.9650046086061,50.4246132282235,49.935935345485,49.3301947545022,48.8051802928623,47.8838025002875,47.0618101613565,47.9678676666107,48.8301248632433,46.3926278677512,46.7821167107859,47.1050212281581,47.6754073099397,47.180640595061,46.8465404831084,46.1447534754619,45.8782197588718,45.2764074466891,44.3188894891529,44.4202390821967,44.6360980022649,44.5551754589818,43.5448221515837,44.4512724847179,44.3988299627359,42.3908902540401,42.0216320468261,42.0634682160477,41.3679664544814,41.7309394156151,41.4524244486846,41.3938930945624,41.3137562070394,41.463227215385,40.3108666293615,40.163752588296,39.8936834207858,39.9080216384063,39.8982009414059,39.5509410954728,39.5912059531743,39.6593615903569,39.5894382277143,39.4647153758095
740.6680394112,55.2597845173994,55.6782751341232,55.2235310929751,54.5591476845039,54.0289413522987,52.9699078942523,52.0744089050763,53.0329573280336,54.0220453204789,51.3960364034849,51.825757700601,52.1993255957556,52.8566159429264,52.3248333748766,51.9684070445313,51.1686643829108,50.8551904793291,50.2514921508724,49.1810309829531,49.3004308481766,49.5205127779697,49.4996276530296,48.3194210644346,49.3422010980568,49.2789546347948,47.1512332741542,46.752445605487,46.8192385993992,46.0683592489592,46.4821211581494,46.1991868240555,46.1404720388466,46.0210721736232,46.1745581389847,44.9512020941456,44.768161706699,44.5433510693723,44.4477917712974,44.523057032874,44.1073248288781,44.1902742401967,44.2231781634513,44.1530356683695,44.0243754175594
744.00241138605,59.4241906284421,59.9659662380725,59.4483487513862,58.7556838820561,58.1301469117263,57.0444175010525,56.1230425333587,57.1362975752003,58.208759819995,55.3984968624385,55.8268085011924,56.2414569392648,57.0089723862411,56.4210587221356,56.0450236772935,55.2091922269098,54.8870179151888,54.2660353450861,53.1082276003825,53.2317904587193,53.3995111975194,53.4426789909767,52.1638826141518,53.3201062196459,53.2743641999731,50.9613229367814,50.6068717886679,50.6882569405532,49.8373761676797,50.3031130952567,50.0401459864888,50.1130163901233,49.8361880632727,49.9441075469161,48.6932316236577,48.5449165901733,48.2334352181161,48.1801685371985,48.2558111844495,47.8308658415157,47.8678950955365,47.961557326295,47.8768058785896,47.7225503230699
747.3361116356,61.8265286752415,62.3968854324387,61.8436672780085,61.1322159771021,60.585175691111,59.3310683979447,58.3715059290752,59.480931529116,60.535154885361,57.6746025119128,58.1487040931051,58.6018806360353,59.3097447875254,58.7790459599865,58.3719045012325,57.5091950666041,57.1921309154158,56.5599954738262,55.3050910363451,55.465317043608,55.6950938923321,55.6739695679915,54.3367599800134,55.5613729335343,55.536860745856,53.2125872101499,52.7625992444785,52.8947259146469,52.0061092897893,52.4999401927714,52.210178234363,52.1472038334985,52.0192621709825,52.1565702791967,50.8761572236439,50.7197176518759,50.3918920524387,50.345458396105,50.4502828734935,49.9472848108919,50.0311842500184,50.0967493699058,49.9827577328979,49.8418624752674
750.66912879375,62.428441131247,62.996214923124,62.4023227331776,61.7176188822516,61.0829418091661,59.9343350263773,58.923553021093,60.0347904035672,61.1193066557088,58.2607484423944,58.7387151270637,59.199202576102,59.9200703628163,59.3705794495878,59.1228564894377,58.1048416969957,57.7671107188834,57.108123444518,55.8827687535562,56.0045206707103,56.2759510998772,56.2438053791765,54.8956942172887,56.130290802952,56.1200443544786,53.7732058325693,53.3303985299164,53.4925335087008,52.5641249127122,53.0692145492228,52.769857525197,52.728068088286,52.6352473197626,52.7628256487937,51.4683576583253,51.2817115675065,50.9620625572884,50.9224831386756,50.9956146532698,50.5789257486863,50.6056468790188,50.6825956979463,50.5568255657046,50.4328636302523
754.0014514944,59.1471746277559,59.6583623287629,59.1208038336564,58.4404373458876,57.8507458193689,56.7640662502046,55.8274973551455,56.8800977442427,57.8728567159601,55.1619390825249,55.6445246145469,56.0619945703693,56.749663739581,56.2423302315578,55.8936271926567,55.0483418156345,54.7073471627009,54.0967618531648,52.9398954012432,53.0920345979715,53.3587853229017,53.2825128722752,52.0382170953004,53.1679013440733,53.1648585601387,50.9560002759068,50.508913889788,50.7967612499979,49.8192161979533,50.2744166745642,49.9831208258952,49.9664869403862,49.8179990843794,49.9833236781575,48.7384193443958,48.5536209334365,48.2710477320466,48.2639479028659,48.2976213784084,47.9061165121611,47.9294445223261,48.025393642396,47.9093621483579,47.7732482803517
757.33306837145,48.0511455616842,48.3685196967501,48.0650870611574,47.4844646125096,47.036081386806,46.1592020743531,45.4008255074223,46.2284995276168,47.0325960119377,44.8204080808256,45.1753012512384,45.5381902816433,46.0671471734199,45.6540277405014,45.3643315823307,44.6723821599485,44.4163096181544,43.9062147550768,42.962088209871,43.0826411759038,43.263675647004,43.2567048972674,42.2832601987577,43.1334866445707,43.1045785353689,41.3112506546055,40.9811651523728,41.0875715968814,40.3837308955368,40.7699924397643,40.5124847436126,40.4882921415856,40.4083335416659,40.5089993687443,39.4758932533714,39.3444741186316,39.1326863398699,39.073845011211,39.0894266870928,38.7859940515,38.8132619842932,38.8733334452585,38.7929648012366,38.7107509587551
760.6639680588,36.1154734401081,36.3471042735886,36.0735474290301,35.6314563221185,35.2970860060459,34.6671580673245,34.1048928989566,34.6850077552091,35.3271814100376,33.5920257040371,33.8840549000111,34.1206670417384,34.5291343179835,34.1482717916066,33.9558687605704,33.4533792911652,33.2539194067793,32.8682831266658,32.1478614214591,32.2175997369156,32.397134388314,32.341509779557,31.628767591231,32.2578653119113,32.209920220035,30.8166067924774,30.5795795417295,30.6648844454575,30.157828776826,30.3994222268002,30.2209253479533,30.1814899909987,30.1042797131719,30.1875090717971,29.4106325397923,29.3186858917351,29.1491138568305,29.1119615994891,29.1277357422709,28.8952746907493,28.9154074782472,28.9425971190948,28.8911236005436,28.8004222795481
763.99413919035,35.9477702230286,36.2765698009784,35.9204752389077,35.4845953386371,35.1728026354089,34.5053352929427,33.9516670381193,34.5725229461635,35.1427781528759,33.4328523784042,33.7207094801724,33.9789620222402,34.3241385906626,33.9917696686355,33.7517837697871,33.2548050973688,33.109721758695,32.7158341416875,31.9719408436825,32.0651637125264,32.2127665881961,32.1905106780667,31.4354894249969,32.0983376163042,32.0422779181481,30.6479241523983,30.4005896039789,30.4831044405908,29.9928445334946,30.2070051781362,30.026438360105,30.0130008294609,29.9500124045663,30.0342069325087,29.2445420457469,29.1439705273319,28.9384183007592,28.9159524292135,28.9659232462965,28.700532016074,28.7246775789503,28.7559618299813,28.7152293152161,28.615917565299
767.3235704,46.3599987401019,46.7617214890924,46.3132373619126,45.8260688218669,45.3535663504352,44.509523474117,43.8380725936615,44.6196252645811,45.3346492474404,43.2248608842235,43.5660063932869,43.8733561790225,44.3681765809537,43.9590145217967,43.7045901141027,43.0599207502465,42.8020955150478,42.2770927690126,41.370984790734,41.5036170634165,41.6836483694456,41.6687697491126,40.6901816346405,41.5486780278536,41.5187082354686,39.7972518629425,39.4244361477418,39.5424023518105,38.8433197478793,39.2246375318418,38.9768022274381,38.8637247129074,38.8879556088783,38.9884925719854,37.9863112166996,37.8883248742209,37.6075440533656,37.6001047431992,37.6430401904458,37.3169858534344,37.3605589558381,37.3960550929183,37.3127348190536,37.2198497178319
770.65225032165,55.9304287784081,56.4151661331209,55.9062996300846,55.2922989807818,54.7513320929223,53.6941737819998,52.8778760766635,53.8445500813729,54.7554254305843,52.2214339789702,52.6602828641035,53.0377316843066,53.6788776254733,53.1827220130718,52.8395279659351,52.0697650466512,51.7696587643779,51.1716005880745,50.1097026230171,50.2325027528776,50.4653921219641,50.4076545170472,49.2567803175469,50.2781757836328,50.2633105047549,48.2159953572725,47.8109703675569,47.9499284092412,47.1327689486077,47.6045799738614,47.3029656198179,47.2426427490092,47.193522697065,47.2915473621291,46.1361489473182,45.9747852679049,45.7095800751709,45.6593828291051,45.7494362576696,45.3646625174398,45.3894379822362,45.452561557761,45.2983073595502,45.2119163909991
773.9801675892,60.4610117977665,60.9446852064048,60.4286795193209,59.7352832234681,59.1670652759215,58.016429393673,57.1493563318457,58.1649831054499,59.1790806496681,56.4797723221454,56.8933196403714,57.3035900384847,58.0245124632844,57.4899375622284,57.1183348214453,56.3063140175118,55.9508774159515,55.3326318213505,54.2204451350914,54.3567650117807,54.5732602005615,54.5304417777552,53.2729782998319,54.4266726408522,54.4037342000631,52.1822008249759,51.7793581124514,51.9124010690281,51.0877095073254,51.5346814107012,51.236700141784,51.1912601828876,51.0981956516861,51.1897309535016,49.9552059163674,49.7837137638014,49.5344493738934,49.4756832732051,49.5158801599212,49.1139112927602,49.142966651093,49.2187727363674,49.1213389783491,48.9983452434514
777.30731083655,61.7826607423952,62.2820038717862,61.7897625113465,61.0414136080993,60.4681676955585,59.3232293824349,58.4224143770136,59.4661524825806,60.4883633510138,57.6862716391515,58.198264794487,58.6470078200997,59.3474197829254,58.7763931731819,58.418863492538,57.5699801725733,57.2328680776645,56.5848316608549,55.4150371564017,55.5455321608825,55.7854387932699,55.8018616339699,54.5084519637074,55.6405183206067,55.6331946213756,53.3723908617731,52.9591566809171,52.9425119099374,52.224567455013,52.70260527755,52.4318503362802,52.3337571526399,52.2831570488616,52.372151091033,51.1180230802827,50.9717710259411,50.6626221462781,50.5789544308202,50.6477528175363,50.2314116127641,50.3128600254247,50.3419328920693,50.2629257124856,50.1259947298926
780.6336686976,61.2857411560044,62.0705487310542,61.3011029623093,60.6247316670591,60.0493416573723,58.8838775584426,57.9953777908343,59.0293629005071,60.0414348453036,57.290767881053,57.7590770644377,58.1752012881687,58.9085016303137,58.3353707097894,58.0039623296518,57.1398607249985,56.8617668490957,56.1980464531555,54.9950814741283,55.1482477193453,55.3721234553483,55.3644425521958,54.0763099117427,55.2652685379624,55.2293490202788,53.0012093793127,52.5521024538092,52.6774819023275,51.8206093829942,52.323482630565,52.0438073922484,51.9358229302813,51.8843156973765,51.9911706147624,50.7023602475605,50.6063489581546,50.2469278724021,50.2186892578709,50.3131191848631,49.8811813369946,49.9356253858106,49.9855512563017,49.9091940426095,49.7250782758663
783.95922980625,59.1951059139918,59.738996814908,59.1817277663017,58.4911385562325,57.9534754137237,56.8756118937994,55.9933461194124,57.0075481089496,57.9703134271957,55.3154430838769,55.7188634340476,56.1312794352512,56.801109450629,56.2948157578762,55.9688964012202,55.1281490162162,54.7860836192447,54.1706888255023,53.0586879631965,53.1527963124644,53.3979854675424,53.3610802325354,52.1372103766145,53.2266067824785,53.21484323882,51.0644213265036,50.6307848151709,50.7837108827314,49.9212816721606,50.3890555258748,50.1325641425759,50.0264615919307,49.9987826656754,50.0871245719735,48.8791700986494,48.7147111451493,48.4017086207458,48.3687245669583,48.4277729429695,48.0199700961418,48.088014123186,48.1140784454097,48.0319642975191,47.8688892903317
787.2839827964,55.9303928388398,56.4403405909512,55.9464467495545,55.3033459732808,54.7785247450662,53.7432835908958,52.9039945822126,53.8868244396382,54.7575130089838,52.2356325052556,52.6527980969133,53.002678915723,53.628781433593,53.174314108216,52.8449728516441,52.0821760057776,51.7193104062429,51.1064287560202,50.108489335569,50.1665667184484,50.4175271168254,50.3755036446607,49.2375646793012,50.242114533576,50.2088262775354,48.1437739684068,47.7466757651424,47.8267092317932,47.0629680382376,47.4950071059986,47.2154801900264,47.1493758517898,47.1125462919151,47.2114667123478,46.038822969414,45.8874912522366,45.6138665093213,45.5716069502343,45.6065478147308,45.2443904759629,45.288538730428,45.3407139402505,45.2311696083155,45.1449978816856
790.60791630195,53.4534269444524,53.8891594969617,53.4132427201655,52.814836681386,52.324637559813,51.3459338321491,50.5289352961941,51.4233973970396,52.3466662610788,49.8566967971284,50.267011617408,50.5952634736317,51.1762402103107,50.7233204293413,50.3899850266717,49.6514183501684,49.3621403500303,48.7729331095816,47.8106903894569,47.9007417836422,48.1101354824869,48.0626890489915,47.0004699154299,47.9651333719574,47.8830704079015,45.9225159952499,45.5676360385951,45.6061257474001,44.8970920550113,45.2921562359531,45.0229703479585,44.9682617052545,44.8869249621194,44.9927111429231,43.8339046268886,43.7179513531931,43.4678892827808,43.4027714735447,43.4342410467815,43.0803293846878,43.1168825043705,43.1834527554483,43.1190611671331,42.991488358704
793.9310189568,52.0670438244302,52.4608356302006,52.070524307562,51.469395149511,50.831720918576,49.9787539453448,49.2605313905022,50.120956541873,50.9527920103753,48.5298785387603,48.9512656036472,49.2615258142542,49.8447553447702,49.3527641934952,49.046233071958,48.3772344928367,48.062250769408,47.5018929851867,46.5450087298772,46.6330152319244,46.8033102994451,46.803807511321,45.7800482586932,46.67676987701,46.6282917191027,44.6416816686537,44.3219744324032,44.4017769384969,43.6691352392511,44.0390608749748,43.8386844889578,43.7467002919028,43.6497439760881,43.7449600503369,42.6175321215688,42.5163495048083,42.286389012171,42.1881896666663,42.2652575074421,41.9017956261061,41.9259104020907,41.9987519419207,41.9191980417651,41.8239819675163
797.25327939485,50.7054991043758,51.1377000238673,50.6998794706708,50.13280734226,49.6155456035069,48.7069530085713,47.9643950458279,48.7932910173113,49.5974095129136,47.2734355380121,47.6558260678458,48.0067977365109,48.5186952794547,48.0177815660252,47.7028266406511,47.0522263203527,46.8159462668482,46.2447871321065,45.2616066716321,45.3750210973143,45.5591918201,45.5367132852801,44.5124073236011,45.4245760490763,45.4207444806411,43.4623021344584,43.1062217078798,43.1928151545155,42.4814206150452,42.847718557451,42.6234440850435,42.5611172384975,42.4844858697933,42.5777207017167,41.4882780766392,41.3659233246082,41.0928602141257,41.0517347129212,41.1217246963376,40.7896554319529,40.7822477329782,40.8386995079236,40.7707530276726,40.6177457281599
